DIRECTORIO,P6020,P6040,P6051,P5502,P767,P6081,P6083,P1895,P1896,P1897,P1898,P1899,P3175,P1901,P1903,P1904,P1905,P1927
7254763,1,76,1,4.0,,3,3,5.0,5.0,6.0,7.0,6.0,7.0,7.0,1.0,0.0,7.0,6.0
7254768,1,61,1,4.0,1.0,3,2,8.0,5.0,6.0,4.0,4.0,6.0,7.0,1.0,0.0,8.0,4.0
7254778,1,74,1,6.0,,2,3,8.0,99.0,7.0,8.0,7.0,6.0,7.0,7.0,4.0,7.0,6.0
7254778,2,60,2,6.0,,3,3,8.0,6.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0
7254779,2,80,1,4.0,,3,3,5.0,99.0,7.0,4.0,5.0,5.0,7.0,4.0,5.0,7.0,8.0
7254786,1,63,1,4.0,,3,2,7.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,5.0,8.0,7.0
7254791,2,78,9,4.0,40.0,3,3,5.0,4.0,8.0,5.0,5.0,6.0,8.0,5.0,2.0,7.0,8.0
7254802,1,64,1,6.0,,3,2,8.0,7.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,8.0,7.0
7254815,1,61,1,2.0,,3,2,7.0,99.0,6.0,6.0,0.0,7.0,8.0,3.0,3.0,7.0,7.0
7254819,1,62,5,2.0,4.0,3,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,2.0,7.0
7254819,1,64,1,6.0,,3,3,7.0,7.0,8.0,7.0,7.0,7.0,7.0,4.0,1.0,8.0,8.0
7254820,2,68,1,4.0,,3,3,6.0,6.0,7.0,7.0,7.0,3.0,5.0,3.0,3.0,7.0,6.0
7254827,2,77,1,4.0,,3,3,6.0,2.0,4.0,3.0,4.0,4.0,6.0,3.0,3.0,8.0,8.0
7254836,2,75,1,4.0,,3,3,7.0,6.0,5.0,6.0,7.0,8.0,7.0,6.0,3.0,8.0,7.0
7254839,2,68,2,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,9.0
7254839,1,70,1,6.0,,3,3,8.0,99.0,7.0,8.0,0.0,8.0,9.0,0.0,0.0,9.0,9.0
7254859,2,61,2,2.0,2.0,3,3,8.0,8.0,8.0,7.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0
7254860,1,92,2,2.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,0.0,8.0,8.0
7254872,1,65,1,5.0,,2,2,8.0,5.0,9.0,4.0,4.0,7.0,5.0,5.0,4.0,7.0,8.0
7254873,2,82,6,3.0,,3,3,10.0,99.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,10.0,10.0
7254880,2,73,1,3.0,,3,3,10.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,10.0
7254887,2,67,2,2.0,,3,2,8.0,6.0,7.0,6.0,7.0,6.0,7.0,4.0,3.0,7.0,9.0
7254887,1,72,1,2.0,,2,2,8.0,7.0,9.0,4.0,7.0,5.0,7.0,4.0,3.0,7.0,8.0
7254888,2,80,1,4.0,,3,3,3.0,99.0,2.0,7.0,5.0,7.0,8.0,8.0,7.0,9.0,8.0
7254889,1,69,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0
7254889,2,63,1,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0
7254891,2,73,1,4.0,,3,3,8.0,6.0,8.0,3.0,7.0,7.0,8.0,4.0,3.0,6.0,8.0
7254892,1,69,2,2.0,,3,3,10.0,10.0,10.0,10.0,8.0,9.0,9.0,1.0,1.0,9.0,9.0
7254895,2,79,1,3.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,9.0,10.0
7254896,2,85,1,3.0,,3,3,8.0,8.0,8.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,8.0
7254898,1,65,1,4.0,,2,2,8.0,6.0,9.0,4.0,8.0,8.0,8.0,4.0,3.0,9.0,7.0
7254902,2,85,1,3.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,2.0,8.0,8.0
7254903,1,64,2,6.0,,3,3,8.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,4.0,8.0,7.0
7254908,2,63,5,5.0,,3,3,5.0,7.0,5.0,7.0,5.0,6.0,8.0,7.0,4.0,10.0,5.0
7254910,2,63,5,4.0,35.0,3,2,4.0,3.0,6.0,9.0,5.0,3.0,8.0,6.0,5.0,10.0,5.0
7254911,2,64,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,8.0,8.0
7254911,1,67,1,6.0,,2,2,8.0,8.0,8.0,8.0,9.0,9.0,8.0,0.0,7.0,8.0,8.0
7254921,1,69,5,6.0,,3,3,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0
7254921,2,60,5,6.0,,3,3,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0
7254923,1,67,1,6.0,,2,2,9.0,99.0,10.0,10.0,5.0,8.0,5.0,5.0,5.0,10.0,6.0
7254934,1,61,1,2.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,10.0,10.0
7254936,1,64,1,2.0,28.0,2,2,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0
7254937,2,76,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,10.0,10.0
7254938,1,63,2,2.0,,2,2,8.0,1.0,8.0,3.0,0.0,6.0,7.0,1.0,1.0,8.0,8.0
7254941,1,65,2,2.0,60.0,3,3,7.0,8.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,8.0,8.0
7254943,2,69,1,4.0,,3,3,8.0,9.0,8.0,8.0,8.0,9.0,8.0,2.0,0.0,9.0,8.0
7254944,2,63,1,5.0,,3,2,8.0,8.0,8.0,8.0,9.0,8.0,8.0,1.0,0.0,8.0,8.0
7254949,2,82,1,3.0,,3,3,7.0,6.0,4.0,8.0,4.0,3.0,7.0,7.0,3.0,10.0,7.0
7254952,1,65,1,2.0,,3,3,4.0,3.0,2.0,5.0,2.0,3.0,7.0,7.0,3.0,10.0,5.0
7254956,2,69,2,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,10.0,10.0
7254956,1,71,1,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,10.0,10.0
7254962,1,68,1,2.0,,2,2,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0
7254962,2,71,2,2.0,,3,3,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
7254965,1,73,1,2.0,,2,2,8.0,99.0,10.0,10.0,6.0,8.0,5.0,5.0,5.0,10.0,5.0
7254970,2,63,1,4.0,,2,3,10.0,7.0,8.0,0.0,5.0,9.0,9.0,2.0,2.0,9.0,10.0
7254974,2,62,1,4.0,,2,3,9.0,8.0,9.0,3.0,7.0,3.0,7.0,2.0,1.0,10.0,8.0
7254984,1,60,2,2.0,,2,2,8.0,7.0,7.0,3.0,8.0,2.0,6.0,3.0,1.0,10.0,7.0
7254990,2,60,1,3.0,,2,3,8.0,8.0,10.0,8.0,4.0,4.0,8.0,3.0,0.0,10.0,9.0
7254993,1,81,5,6.0,,3,3,8.0,99.0,7.0,8.0,8.0,8.0,8.0,6.0,4.0,9.0,8.0
7254993,2,77,5,6.0,,3,3,10.0,99.0,8.0,7.0,1.0,10.0,7.0,2.0,2.0,8.0,9.0
7254994,2,66,1,4.0,57.0,3,3,9.0,99.0,6.0,7.0,2.0,7.0,10.0,8.0,0.0,10.0,8.0
7255000,2,73,1,3.0,41.0,3,3,10.0,8.0,10.0,5.0,10.0,10.0,10.0,2.0,3.0,10.0,10.0
7255005,1,75,2,6.0,,3,3,10.0,9.0,10.0,8.0,8.0,10.0,10.0,5.0,0.0,10.0,10.0
7255005,2,61,1,6.0,,3,3,10.0,4.0,10.0,9.0,3.0,6.0,10.0,4.0,10.0,10.0,10.0
7255006,2,78,2,6.0,40.0,3,3,9.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0
7255006,1,76,1,6.0,40.0,3,3,5.0,9.0,5.0,9.0,8.0,8.0,5.0,8.0,3.0,10.0,5.0
7255007,2,71,10,4.0,,3,3,8.0,7.0,7.0,8.0,7.0,8.0,7.0,4.0,2.0,6.0,3.0
7255007,1,85,1,6.0,,3,3,9.0,99.0,5.0,5.0,3.0,8.0,7.0,2.0,4.0,9.0,7.0
7255007,2,83,2,6.0,,3,3,9.0,99.0,8.0,6.0,8.0,8.0,7.0,2.0,1.0,9.0,8.0
7255010,1,74,1,6.0,60.0,3,3,7.0,99.0,4.0,5.0,2.0,7.0,5.0,0.0,0.0,7.0,5.0
7255010,2,73,2,6.0,,3,3,7.0,5.0,5.0,7.0,5.0,8.0,0.0,8.0,6.0,7.0,6.0
7255012,1,63,1,6.0,30.0,3,3,5.0,6.0,7.0,1.0,7.0,5.0,3.0,8.0,8.0,8.0,5.0
7255013,1,66,1,3.0,45.0,3,3,7.0,99.0,6.0,8.0,5.0,8.0,5.0,4.0,5.0,6.0,6.0
7255017,1,65,1,6.0,50.0,3,3,6.0,5.0,6.0,5.0,5.0,7.0,4.0,8.0,5.0,8.0,5.0
7255017,2,66,2,6.0,,3,3,8.0,99.0,4.0,5.0,7.0,6.0,7.0,0.0,0.0,6.0,5.0
7255018,1,83,1,4.0,73.0,3,3,7.0,2.0,5.0,4.0,3.0,8.0,8.0,2.0,1.0,8.0,4.0
7255027,1,63,1,4.0,,3,3,6.0,4.0,5.0,6.0,6.0,8.0,5.0,4.0,2.0,6.0,7.0
7255028,1,64,2,2.0,,3,3,4.0,4.0,10.0,4.0,4.0,5.0,6.0,4.0,0.0,8.0,7.0
7255033,2,66,1,4.0,20.0,3,3,8.0,8.0,8.0,8.0,7.0,7.0,6.0,3.0,2.0,8.0,5.0
7255041,1,79,1,4.0,70.0,3,3,7.0,3.0,5.0,8.0,6.0,4.0,3.0,7.0,3.0,9.0,4.0
7255049,1,71,2,2.0,,2,2,7.0,7.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,8.0,6.0
7255049,2,61,1,2.0,,2,3,7.0,6.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0
7255050,1,72,1,6.0,,3,3,7.0,5.0,4.0,5.0,5.0,5.0,8.0,5.0,5.0,7.0,5.0
7255050,2,73,2,6.0,,3,3,4.0,6.0,5.0,7.0,5.0,7.0,5.0,6.0,5.0,7.0,6.0
7255057,1,71,7,4.0,,3,3,7.0,7.0,6.0,5.0,7.0,7.0,8.0,4.0,3.0,10.0,6.0
7255057,1,64,7,5.0,,3,3,6.0,7.0,8.0,9.0,6.0,7.0,9.0,2.0,3.0,4.0,5.0
7255058,2,70,1,4.0,,3,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,2.0
7255060,1,62,1,6.0,,3,3,8.0,7.0,8.0,8.0,8.0,8.0,10.0,1.0,3.0,10.0,7.0
7255062,1,65,1,6.0,,2,2,7.0,9.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0
7255063,1,64,14,5.0,,2,2,9.0,9.0,9.0,8.0,9.0,9.0,9.0,2.0,5.0,10.0,6.0
7255064,2,62,2,6.0,,3,2,7.0,8.0,8.0,8.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0
7255064,1,70,1,6.0,,2,2,5.0,4.0,7.0,7.0,4.0,6.0,4.0,6.0,4.0,7.0,7.0
7255075,2,74,1,5.0,,3,3,6.0,4.0,7.0,5.0,7.0,5.0,4.0,5.0,4.0,7.0,6.0
7255083,2,65,1,2.0,,3,3,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,6.0
7255085,1,60,1,5.0,,2,2,2.0,1.0,2.0,3.0,3.0,2.0,0.0,10.0,10.0,3.0,2.0
7255087,1,71,2,2.0,,3,3,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0
7255087,2,75,1,2.0,,3,3,7.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0
7255089,2,71,1,3.0,,3,3,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,2.0,10.0,4.0
7255093,2,94,1,3.0,,3,3,6.0,6.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,9.0,4.0
7255097,2,61,2,2.0,,2,2,8.0,99.0,6.0,7.0,6.0,7.0,10.0,1.0,1.0,10.0,5.0
7255097,1,62,1,2.0,,3,2,10.0,5.0,6.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,5.0
7255098,2,61,1,2.0,,3,3,8.0,4.0,7.0,7.0,7.0,10.0,6.0,3.0,0.0,7.0,8.0
7255100,2,61,2,2.0,,3,3,7.0,3.0,6.0,8.0,5.0,8.0,8.0,1.0,4.0,7.0,8.0
7255101,2,74,1,2.0,,3,3,10.0,6.0,7.0,10.0,7.0,10.0,6.0,5.0,5.0,10.0,6.0
7255101,1,61,2,2.0,,2,2,8.0,99.0,5.0,9.0,5.0,6.0,5.0,5.0,5.0,9.0,6.0
7255105,2,72,2,2.0,,3,3,10.0,99.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,9.0
7255105,1,63,1,2.0,,3,3,10.0,9.0,10.0,10.0,10.0,9.0,6.0,4.0,3.0,7.0,7.0
7255113,2,83,9,2.0,,3,3,10.0,99.0,5.0,8.0,8.0,8.0,8.0,2.0,2.0,9.0,7.0
7255113,1,85,9,2.0,,3,3,9.0,5.0,7.0,8.0,8.0,7.0,7.0,2.0,3.0,9.0,8.0
7255117,1,70,1,2.0,,3,3,9.0,6.0,8.0,9.0,9.0,8.0,6.0,2.0,2.0,7.0,7.0
7255117,2,70,2,2.0,,3,3,9.0,5.0,9.0,8.0,9.0,9.0,9.0,2.0,2.0,10.0,10.0
7255121,1,82,1,6.0,,3,3,7.0,8.0,4.0,8.0,6.0,8.0,8.0,1.0,0.0,8.0,8.0
7255121,2,76,2,6.0,,3,3,7.0,5.0,3.0,8.0,8.0,7.0,9.0,0.0,0.0,9.0,7.0
7255123,1,71,2,2.0,0.0,3,3,10.0,6.0,10.0,9.0,10.0,10.0,7.0,0.0,0.0,10.0,8.0
7255125,1,68,2,2.0,,3,3,8.0,5.0,2.0,8.0,7.0,7.0,0.0,5.0,4.0,8.0,5.0
7255130,1,83,9,5.0,,3,3,9.0,8.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,7.0,8.0
7255130,1,68,2,2.0,,3,3,10.0,6.0,10.0,10.0,10.0,10.0,7.0,0.0,0.0,10.0,7.0
7255135,2,84,6,3.0,50.0,3,3,8.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7255135,1,61,1,6.0,,3,2,10.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,6.0
7255138,1,66,14,5.0,,3,3,8.0,6.0,4.0,6.0,6.0,7.0,0.0,5.0,6.0,8.0,8.0
7255141,2,70,1,3.0,55.0,3,3,10.0,6.0,10.0,10.0,10.0,10.0,6.0,3.0,0.0,10.0,8.0
7255145,1,69,2,6.0,,2,2,10.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7255150,1,84,1,6.0,,3,3,4.0,5.0,7.0,6.0,8.0,5.0,0.0,7.0,7.0,8.0,6.0
7255150,2,81,2,6.0,,3,3,6.0,5.0,2.0,7.0,7.0,7.0,3.0,7.0,4.0,9.0,4.0
7255154,2,60,2,6.0,,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7255154,1,66,1,6.0,,3,3,10.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7255155,1,62,1,2.0,,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,5.0
7255157,1,71,1,2.0,,3,3,7.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,7.0,8.0
7255157,2,66,2,2.0,,3,3,9.0,1.0,8.0,7.0,7.0,7.0,8.0,2.0,2.0,9.0,8.0
7255161,2,68,1,2.0,38.0,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,6.0
7255161,1,74,2,2.0,,3,3,10.0,10.0,9.0,10.0,10.0,10.0,7.0,0.0,0.0,10.0,6.0
7255167,1,60,1,6.0,20.0,3,3,7.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,0.0,7.0,8.0
7255174,2,83,2,2.0,,3,3,7.0,99.0,4.0,6.0,2.0,6.0,6.0,3.0,0.0,7.0,8.0
7255174,1,63,3,5.0,,1,1,6.0,1.0,7.0,6.0,3.0,6.0,6.0,3.0,1.0,6.0,7.0
7255174,1,90,1,2.0,,3,3,6.0,2.0,4.0,5.0,0.0,3.0,4.0,4.0,2.0,4.0,6.0
7255176,2,88,1,3.0,,3,3,10.0,6.0,5.0,8.0,6.0,7.0,8.0,5.0,0.0,9.0,8.0
7255177,2,62,1,5.0,,3,3,8.0,0.0,6.0,5.0,4.0,4.0,3.0,9.0,5.0,5.0,4.0
7255178,2,70,1,4.0,,3,3,6.0,6.0,8.0,9.0,6.0,9.0,6.0,3.0,1.0,7.0,6.0
7255179,2,75,2,6.0,,3,3,8.0,5.0,8.0,7.0,6.0,7.0,8.0,3.0,3.0,7.0,6.0
7255179,1,83,1,6.0,,3,3,9.0,3.0,9.0,7.0,6.0,8.0,4.0,8.0,0.0,7.0,5.0
7255184,2,74,2,2.0,,3,3,6.0,2.0,4.0,7.0,4.0,6.0,3.0,8.0,8.0,7.0,3.0
7255184,1,80,1,2.0,,3,3,8.0,6.0,7.0,7.0,5.0,7.0,8.0,7.0,0.0,7.0,4.0
7255185,1,62,1,6.0,,3,3,8.0,8.0,7.0,8.0,8.0,7.0,8.0,1.0,0.0,8.0,7.0
7255186,1,67,1,5.0,,3,3,6.0,2.0,6.0,5.0,2.0,5.0,5.0,3.0,3.0,6.0,7.0
7255187,1,63,1,2.0,,3,3,7.0,5.0,8.0,8.0,9.0,9.0,8.0,1.0,0.0,8.0,8.0
7255191,2,83,5,3.0,,3,3,5.0,2.0,1.0,5.0,1.0,4.0,3.0,6.0,7.0,5.0,7.0
7255191,2,61,1,4.0,5.0,3,1,6.0,2.0,5.0,6.0,2.0,6.0,5.0,2.0,4.0,7.0,6.0
7255192,1,63,1,2.0,,3,3,10.0,4.0,9.0,7.0,8.0,8.0,7.0,6.0,0.0,8.0,7.0
7255193,1,88,5,3.0,,3,3,7.0,3.0,3.0,5.0,0.0,3.0,3.0,0.0,6.0,0.0,2.0
7255195,2,68,1,2.0,,3,2,8.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0,0.0,6.0,5.0
7255195,1,72,2,2.0,,3,3,8.0,4.0,7.0,7.0,8.0,8.0,7.0,1.0,0.0,8.0,5.0
7255201,2,71,1,3.0,,3,3,7.0,5.0,7.0,6.0,5.0,6.0,7.0,0.0,1.0,7.0,6.0
7255202,1,62,1,6.0,,3,3,8.0,5.0,8.0,8.0,7.0,6.0,8.0,5.0,0.0,8.0,6.0
7255209,1,82,7,5.0,20.0,3,3,6.0,99.0,4.0,5.0,0.0,5.0,3.0,2.0,7.0,5.0,6.0
7255209,2,73,2,6.0,,3,3,7.0,2.0,6.0,5.0,2.0,6.0,5.0,5.0,2.0,7.0,8.0
7255209,1,74,1,6.0,,3,3,7.0,3.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,7.0,8.0
7255210,2,67,2,2.0,,3,3,7.0,4.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0
7255210,1,67,1,2.0,,3,3,8.0,5.0,3.0,5.0,0.0,6.0,4.0,7.0,6.0,7.0,4.0
7255214,1,65,1,2.0,,3,3,7.0,7.0,7.0,8.0,8.0,7.0,8.0,0.0,0.0,8.0,8.0
7255217,1,70,1,6.0,,3,3,7.0,3.0,5.0,6.0,4.0,6.0,5.0,6.0,2.0,7.0,6.0
7255222,1,65,1,5.0,,3,3,7.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,6.0,6.0
7255226,2,62,1,2.0,,3,3,5.0,3.0,6.0,10.0,10.0,10.0,7.0,7.0,0.0,10.0,5.0
7255229,2,80,1,3.0,30.0,2,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0
7255230,2,86,6,3.0,,3,3,10.0,6.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7255230,1,67,1,3.0,,3,3,10.0,1.0,10.0,10.0,8.0,10.0,7.0,7.0,0.0,10.0,7.0
7255237,1,64,1,5.0,,3,3,9.0,8.0,8.0,8.0,7.0,8.0,9.0,1.0,2.0,8.0,8.0
7255238,2,73,2,6.0,3.0,3,3,10.0,5.0,4.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7255238,1,75,1,6.0,3.0,3,3,10.0,0.0,4.0,10.0,0.0,10.0,10.0,7.0,0.0,10.0,6.0
7255243,2,69,2,2.0,,2,2,7.0,0.0,7.0,7.0,0.0,6.0,7.0,3.0,2.0,8.0,8.0
7255243,1,73,1,2.0,,3,3,6.0,5.0,8.0,7.0,5.0,6.0,7.0,3.0,2.0,7.0,7.0
7255250,1,61,1,2.0,,2,2,8.0,9.0,8.0,8.0,9.0,8.0,9.0,1.0,2.0,9.0,8.0
7255256,1,70,1,4.0,,3,3,10.0,8.0,10.0,10.0,9.0,9.0,9.0,2.0,2.0,8.0,10.0
7255260,2,72,1,3.0,,3,3,8.0,5.0,8.0,10.0,8.0,8.0,8.0,2.0,3.0,8.0,7.0
7255263,1,82,2,6.0,,3,3,9.0,4.0,8.0,10.0,8.0,8.0,8.0,2.0,2.0,8.0,8.0
7255263,2,74,1,6.0,,3,3,8.0,5.0,8.0,10.0,9.0,9.0,8.0,2.0,2.0,8.0,8.0
7255265,1,70,1,6.0,,3,3,9.0,5.0,8.0,10.0,9.0,8.0,9.0,1.0,1.0,9.0,8.0
7255265,2,60,2,6.0,,3,3,8.0,6.0,9.0,10.0,8.0,8.0,8.0,2.0,2.0,9.0,8.0
7255272,1,65,1,2.0,,2,2,6.0,4.0,8.0,6.0,4.0,4.0,6.0,5.0,4.0,9.0,6.0
7255273,2,65,5,3.0,,3,3,7.0,99.0,3.0,0.0,0.0,6.0,6.0,8.0,0.0,9.0,8.0
7255278,1,62,1,4.0,,2,2,7.0,7.0,9.0,5.0,7.0,5.0,6.0,4.0,4.0,9.0,8.0
7255279,2,60,2,6.0,,3,3,9.0,99.0,7.0,7.0,8.0,7.0,7.0,7.0,4.0,10.0,5.0
7255279,1,75,1,6.0,50.0,3,3,8.0,8.0,6.0,7.0,6.0,6.0,8.0,4.0,4.0,9.0,8.0
7255280,2,80,6,3.0,,3,3,9.0,9.0,10.0,9.0,10.0,7.0,9.0,1.0,2.0,8.0,9.0
7255284,2,77,1,3.0,53.0,3,2,7.0,99.0,7.0,5.0,7.0,7.0,5.0,4.0,0.0,7.0,6.0
7255287,2,65,1,4.0,,3,3,8.0,6.0,7.0,6.0,6.0,6.0,8.0,0.0,0.0,10.0,8.0
7255290,1,60,7,5.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7255296,2,60,2,6.0,31.0,3,2,6.0,2.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0
7255299,2,65,1,3.0,40.0,3,3,6.0,2.0,8.0,4.0,4.0,5.0,6.0,4.0,3.0,8.0,5.0
7255303,1,64,9,5.0,1.0,2,2,0.0,0.0,0.0,6.0,0.0,7.0,3.0,7.0,4.0,6.0,3.0
7255303,1,62,1,2.0,18.0,3,3,8.0,3.0,10.0,7.0,7.0,8.0,9.0,6.0,2.0,10.0,7.0
7255309,1,67,1,5.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
7255310,2,77,6,3.0,12.0,3,3,10.0,10.0,3.0,4.0,0.0,5.0,7.0,5.0,3.0,10.0,8.0
7255324,2,66,2,2.0,,2,3,7.0,5.0,7.0,7.0,6.0,6.0,8.0,1.0,1.0,8.0,7.0
7255324,1,71,1,2.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,2.0,6.0,7.0
7255328,2,60,1,4.0,,3,3,8.0,4.0,5.0,7.0,7.0,8.0,10.0,7.0,0.0,10.0,10.0
7255330,1,78,1,4.0,,3,3,7.0,0.0,4.0,6.0,7.0,10.0,7.0,4.0,0.0,10.0,8.0
7255332,1,71,1,4.0,,3,3,5.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0
7255334,1,69,1,2.0,,3,3,7.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,2.0,7.0,7.0
7255338,2,63,1,2.0,,2,2,6.0,4.0,5.0,6.0,7.0,7.0,7.0,2.0,0.0,8.0,4.0
7255346,2,77,1,3.0,,3,3,7.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
7255349,2,75,5,2.0,9.0,3,3,8.0,3.0,5.0,7.0,10.0,8.0,10.0,0.0,0.0,10.0,8.0
7255349,1,69,5,2.0,9.0,3,3,9.0,0.0,0.0,8.0,4.0,6.0,4.0,6.0,4.0,7.0,3.0
7255354,2,81,5,3.0,,3,3,7.0,5.0,5.0,5.0,7.0,5.0,6.0,4.0,4.0,7.0,7.0
7255360,1,76,1,2.0,,3,3,9.0,6.0,8.0,9.0,8.0,9.0,9.0,2.0,8.0,10.0,3.0
7255360,2,61,2,2.0,40.0,3,3,10.0,8.0,6.0,8.0,8.0,6.0,10.0,0.0,0.0,10.0,10.0
7255365,2,81,5,4.0,,3,3,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0
7255368,1,74,1,2.0,,3,3,8.0,6.0,6.0,7.0,4.0,3.0,6.0,7.0,5.0,7.0,8.0
7255373,2,65,2,2.0,,3,3,7.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0
7255373,1,70,1,2.0,,3,3,7.0,4.0,6.0,7.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0
7255375,2,72,2,2.0,,3,3,8.0,1.0,4.0,6.0,3.0,6.0,3.0,5.0,7.0,9.0,6.0
7255375,1,69,1,2.0,,3,3,8.0,2.0,7.0,8.0,7.0,2.0,6.0,3.0,4.0,10.0,6.0
7255376,1,69,1,2.0,,3,3,9.0,5.0,3.0,7.0,8.0,8.0,6.0,6.0,6.0,9.0,5.0
7255376,2,66,2,2.0,33.0,2,3,9.0,5.0,8.0,7.0,8.0,8.0,8.0,2.0,2.0,8.0,6.0
7255382,1,61,1,2.0,,3,3,6.0,6.0,6.0,7.0,7.0,9.0,8.0,2.0,2.0,9.0,8.0
7255383,1,65,1,2.0,,3,3,9.0,4.0,9.0,4.0,9.0,7.0,7.0,3.0,3.0,8.0,7.0
7255386,2,69,1,6.0,,3,3,9.0,9.0,9.0,9.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
7255386,1,78,2,6.0,,3,3,9.0,8.0,8.0,9.0,8.0,7.0,8.0,2.0,0.0,9.0,8.0
7255387,1,82,1,2.0,,3,3,7.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,8.0,7.0
7255387,2,69,2,2.0,,3,3,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0
